,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkingHours,StdWorkingHours,TotalHours,DaysWorked,OvertimeDays,TotalOvertimeHours,AvgOvertimePerDay
2290,44,No,Travel_Rarely,Sales,26,1,Marketing,1,2291,Male,1,Sales Representative,Married,107610,3.0,Y,11,8,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3,7.896398071625344,0.3136070553937219,1910.9283333333333,242,88,18.25472222222222,0.0754327364554637
2291,39,No,Travel_Rarely,Sales,6,1,Technical Degree,1,2292,Female,2,Laboratory Technician,Single,51750,4.0,Y,17,8,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3,7.12839598108747,0.2897085385856937,1675.1730555555555,235,0,0.0,0.0
2292,46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,2293,Male,3,Manufacturing Director,Married,138260,8.0,Y,11,8,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3,7.025510973936901,0.3239241209693755,1707.1991666666668,243,1,0.1061111111111117,0.0004366712391403
2293,35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2294,Male,2,Research Scientist,Single,63340,1.0,Y,14,8,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3,6.21111917934532,0.3021953968367209,1496.8797222222222,241,0,0.0,0.0
2294,23,No,Travel_Rarely,Research & Development,2,4,Medical,1,2295,Female,2,Manager,Single,49360,0.0,Y,19,8,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3,7.679793981481481,0.3314409322638474,1843.1505555555557,240,33,7.134722222222223,0.0297280092592592
2295,40,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,2296,Male,2,Research Director,Single,47750,3.0,Y,15,8,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3,7.59134970032273,0.3153268190786907,1829.5152777777776,241,21,3.9441666666666713,0.016365836791148
2296,34,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,2297,Male,2,Manufacturing Director,Married,28180,1.0,Y,13,8,1,10.0,2,10,8,6,4.0,3.0,3.0,3,3,10.29017173812817,0.3005333794103591,2479.9313888888887,241,241,551.9313888888889,2.2901717381281697
2297,31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,1,2298,Female,2,Healthcare Representative,Single,25150,1.0,Y,14,8,0,7.0,3,7,7,7,4.0,3.0,1.0,2,3,6.366089181286549,0.2881765077239681,1451.4683333333332,228,0,0.0,0.0
2298,50,No,Travel_Frequently,Research & Development,6,3,Medical,1,2299,Male,1,Manager,Single,23420,1.0,Y,12,8,1,32.0,2,32,13,9,3.0,4.0,3.0,2,3,9.990187943262413,0.3123277996700129,2347.6941666666667,235,235,467.69416666666666,1.9901879432624112
2299,34,No,Travel_Rarely,Sales,25,5,Marketing,1,2300,Female,1,Research Scientist,Married,41940,0.0,Y,17,8,2,12.0,3,11,5,7,2.0,3.0,3.0,3,3,10.499565972222223,0.2870260829057667,2519.895833333333,240,240,599.8958333333334,2.4995659722222223
2300,42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2301,Female,1,Manufacturing Director,Married,106850,4.0,Y,11,8,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3,6.572412764003674,0.308216556566709,1590.523888888889,242,0,0.0,0.0
2301,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,2302,Male,1,Research Scientist,Married,20220,1.0,Y,12,8,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3,8.039399717514124,0.2841019588062635,1897.2983333333332,236,136,32.35555555555556,0.1370998116760829
2302,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,2303,Female,1,Manager,Married,23140,3.0,Y,13,8,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3,6.17307438794727,0.2877366974357618,1456.8455555555556,236,0,0.0,0.0
2303,33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,2304,Male,1,Research Scientist,Single,42560,1.0,Y,13,8,3,5.0,1,5,0,2,4.0,2.0,3.0,3,3,7.202849239280775,0.3012060302774055,1735.8866666666668,241,0,0.0,0.0
2304,45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,2305,Male,3,Laboratory Technician,Married,35800,4.0,Y,20,8,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4,5.9808260233918125,0.3022915607734716,1363.628333333333,228,0,0.0,0.0
2305,42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,1,2306,Male,2,Manufacturing Director,Married,31620,2.0,Y,17,8,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3,8.106577635327636,0.2865956324907868,1896.9391666666668,234,154,41.455,0.1771581196581196
2306,40,No,Travel_Rarely,Sales,10,1,Life Sciences,1,2307,Female,1,Manufacturing Director,Married,65240,0.0,Y,13,8,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3,6.295314167879671,0.2891229418527005,1441.6269444444445,229,0,0.0,0.0
2307,33,No,Travel_Rarely,Research & Development,9,3,Medical,1,2308,Female,2,Manufacturing Director,Married,28990,1.0,Y,17,8,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3,10.623160569105693,0.2867009451028364,2613.2975,246,246,645.2975,2.623160569105691
2308,40,No,Travel_Rarely,Sales,5,5,Life Sciences,1,2309,Male,1,Manufacturing Director,Single,52310,1.0,Y,12,8,2,21.0,4,21,7,7,3.0,4.0,3.0,3,3,8.38660327339788,0.3092051636376846,2021.171388888889,241,216,96.535,0.4005601659751037
2309,24,No,Travel_Rarely,Sales,10,2,Marketing,1,2310,Male,1,Manufacturing Director,Divorced,23560,0.0,Y,13,8,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3,6.112486111111111,0.3100297710235507,1466.996666666667,240,0,0.0,0.0
2310,40,No,Non-Travel,Research & Development,7,3,Medical,1,2311,Male,1,Research Scientist,Divorced,28000,3.0,Y,12,8,2,8.0,0,2,2,2,4.0,4.0,3.0,2,3,8.397320127504553,0.2982416141489401,2048.946111111111,244,224,99.23805555555556,0.4067133424408014
2311,45,No,Travel_Rarely,Research & Development,4,3,Medical,1,2312,Female,3,Laboratory Technician,Divorced,118360,1.0,Y,22,8,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4,6.563907163742691,0.305620651196403,1496.5708333333334,228,0,0.0,0.0
2312,35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,2313,Male,1,Healthcare Representative,Married,109030,0.0,Y,11,8,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3,7.803651927437642,0.3110264553895286,1911.8947222222223,245,66,12.660833333333333,0.0516768707482993
2313,32,No,Travel_Rarely,Research & Development,22,4,Medical,1,2314,Male,1,Sales Executive,Married,29730,3.0,Y,22,8,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4,7.286747538677919,0.3081957991130464,1726.9591666666668,237,2,0.1002777777777765,0.0004231129864041
2314,36,No,Travel_Rarely,Sales,9,3,Marketing,1,2315,Female,4,Research Scientist,Single,142750,3.0,Y,18,8,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3,9.097270685579195,0.2753488474435009,2137.8586111111117,235,235,257.8586111111111,1.097270685579196
2315,48,No,Travel_Rarely,Research & Development,12,4,Medical,1,2316,Male,1,Laboratory Technician,Divorced,55620,8.0,Y,13,8,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3,7.873355696798493,0.3142416047260024,1858.1119444444444,236,84,16.83333333333333,0.0713276836158191
2316,29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2317,Female,2,Healthcare Representative,Married,45370,6.0,Y,18,8,1,5.0,5,1,0,0,3.0,3.0,2.0,4,3,7.791838913148957,0.2984789090076556,1784.331111111111,229,59,9.683333333333335,0.0422852983988355
2317,33,No,Travel_Rarely,Research & Development,9,1,Medical,1,2318,Male,1,Healthcare Representative,Married,76420,2.0,Y,20,8,1,8.0,2,2,2,2,1.0,1.0,1.0,2,4,7.097097622313672,0.2993210090027114,1724.594722222222,243,0,0.0,0.0
2318,30,Yes,Travel_Rarely,Research & Development,1,3,Other,1,2319,Male,3,Sales Executive,Married,179240,1.0,Y,13,8,2,10.0,2,10,6,7,2.0,1.0,3.0,3,3,7.3961793372319695,0.3097077599713184,1686.328888888889,228,7,0.4363888888888887,0.0019139863547758
2319,38,No,Travel_Frequently,Sales,9,3,Marketing,1,2320,Male,1,Manufacturing Director,Married,52040,3.0,Y,13,8,1,10.0,2,6,1,2,3.0,3.0,3.0,3,3,6.897724051211705,0.3082289209237424,1676.1469444444444,243,0,0.0,0.0
2320,35,No,Travel_Rarely,Sales,7,2,Life Sciences,1,2321,Male,1,Sales Executive,Single,22770,1.0,Y,12,8,1,3.0,2,3,1,2,4.0,1.0,3.0,3,3,6.7887954876273655,0.2929872701530767,1554.6341666666667,229,0,0.0,0.0
2321,30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,2322,Male,5,Research Director,Married,27950,3.0,Y,13,8,0,9.0,4,4,1,3,3.0,2.0,3.0,3,3,6.514131179637788,0.3073200212574485,1478.707777777778,227,0,0.0,0.0
2322,35,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,2323,Female,1,Research Scientist,Divorced,25320,1.0,Y,13,8,0,1.0,2,1,0,0,1.0,1.0,3.0,1,3,9.681411443494778,0.3092077274246052,2265.450277777778,234,234,393.4502777777778,1.681411443494777
2323,53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,1,2324,Male,2,Manager,Married,25590,0.0,Y,25,8,0,34.0,2,33,1,9,3.0,4.0,3.0,3,4,6.491736975564776,0.2660691376229565,1564.5086111111111,241,0,0.0,0.0
2324,38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,2325,Female,3,Sales Executive,Married,49080,4.0,Y,19,8,1,7.0,3,5,1,4,3.0,2.0,3.0,2,3,7.613203551912568,0.3017116189956373,1857.621666666667,244,23,3.295833333333336,0.0135075136612021
2325,32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,2326,Female,5,Research Scientist,Married,23800,4.0,Y,13,8,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3,7.385480418943533,0.3087343514781953,1802.0572222222224,244,10,1.3394444444444424,0.0054895264116575
2326,48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,1,2327,Male,1,Sales Executive,Married,47650,8.0,Y,12,8,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3,7.093524154589372,0.284072042849386,1631.5105555555556,230,0,0.0,0.0
2327,34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2328,Male,2,Sales Executive,Single,20440,1.0,Y,11,8,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3,7.419126461988305,0.3151209711935989,1691.5608333333334,228,7,0.3213888888888903,0.0014096003898635
2328,55,No,Travel_Rarely,Research & Development,11,1,Medical,1,2329,Female,1,Laboratory Technician,Married,26930,1.0,Y,18,8,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3,6.409076113558492,0.2894896912517608,1454.8602777777778,227,0,0.0,0.0
2329,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2330,Male,2,Research Scientist,Married,65860,9.0,Y,18,8,1,9.0,3,2,2,1,2.0,4.0,2.0,3,3,6.112743362831859,0.3132575156339539,1381.48,226,0,0.0,0.0
2330,26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2331,Male,1,Research Director,Married,32940,1.0,Y,11,8,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3,7.309532775453277,0.3049423180770171,1746.9783333333332,239,1,0.0486111111111107,0.0002033937703393
2331,38,No,Travel_Rarely,Sales,14,2,Marketing,1,2332,Female,1,Sales Executive,Married,41710,0.0,Y,23,8,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4,6.966947859744991,0.2897122857788269,1699.935277777778,244,0,0.0,0.0
2332,38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2333,Female,1,Manufacturing Director,Single,27780,2.0,Y,13,8,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3,7.21000233426704,0.2863820616445884,1715.9805555555556,238,0,0.0,0.0
2333,36,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,2334,Male,1,Research Scientist,Single,23770,6.0,Y,13,8,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3,7.38565289648623,0.2921144570305471,1728.2427777777775,234,5,0.5127777777777762,0.0021913580246913
2334,29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2335,Male,1,Sales Representative,Single,24040,1.0,Y,17,8,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3,8.066179971988795,0.2996481167047856,1919.7508333333333,238,145,37.215555555555554,0.1563678804855275
2335,35,No,Travel_Rarely,Sales,12,2,Life Sciences,1,2336,Female,2,Sales Executive,Single,23180,3.0,Y,19,8,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3,9.31344467885607,0.3120608574430857,2207.2863888888887,237,237,311.2863888888889,1.3134446788560712
2336,39,No,Travel_Rarely,Sales,2,2,Medical,1,2337,Female,1,Sales Executive,Married,20080,2.0,Y,12,8,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3,7.799657651072125,0.2963368514803234,1778.3219444444444,228,60,10.436111111111108,0.045772417153996
2337,29,No,Travel_Frequently,Research & Development,5,1,Medical,1,2338,Female,1,Research Scientist,Divorced,62440,1.0,Y,22,8,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4,6.81141339869281,0.3118218657390265,1621.1163888888889,238,0,0.0,0.0
2338,50,No,Travel_Rarely,Research & Development,4,2,Medical,1,2339,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3,9.386987810595404,0.2854118463949048,2224.716111111111,237,237,328.7161111111111,1.3869878105954054
2339,23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2340,Female,3,Manager,Married,105520,2.0,Y,11,8,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3,6.714817670093,0.2933518712845666,1524.263611111111,227,0,0.0,0.0
2340,36,No,Travel_Frequently,Sales,21,3,Life Sciences,1,2341,Male,2,Human Resources,Married,23290,3.0,Y,15,8,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3,9.199428946113494,0.2904470442450433,2143.4669444444444,233,233,279.46694444444444,1.1994289461134957
2341,42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2342,Female,5,Manager,Single,40140,8.0,Y,13,8,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3,5.996066159520517,0.3273391617120986,1445.0519444444444,241,0,0.0,0.0
2342,35,No,Travel_Rarely,Sales,4,3,Medical,1,2343,Female,2,Laboratory Technician,Married,74030,1.0,Y,12,8,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3,6.42009219348659,0.2944746480488197,1489.461388888889,232,0,0.0,0.0
2343,34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,2344,Female,1,Manager,Married,22590,1.0,Y,14,8,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3,6.023118239921337,0.3136660278936474,1361.2247222222222,226,0,0.0,0.0
2344,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2345,Male,2,Laboratory Technician,Married,69320,1.0,Y,13,8,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3,6.508975256769375,0.2863549142352494,1549.1361111111112,238,0,0.0,0.0
2345,43,No,Travel_Rarely,Research & Development,1,1,Other,1,2346,Male,1,Manager,Divorced,46780,5.0,Y,25,8,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4,6.996113465160076,0.3098669482296425,1651.082777777778,236,0,0.0,0.0
2346,35,No,Travel_Rarely,Sales,6,3,Marketing,1,2347,Female,3,Sales Representative,Married,135820,1.0,Y,17,8,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3,7.355165198237885,0.3248223429632962,1669.6225,227,4,0.5916666666666668,0.0026064610866372
2347,46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,2348,Male,1,Laboratory Technician,Single,23320,1.0,Y,11,8,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3,6.600259502923977,0.2894007041885492,1504.8591666666666,228,0,0.0,0.0
2348,28,Yes,Travel_Rarely,Human Resources,1,3,Medical,1,2349,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,8.397721755368813,0.295555522684681,1998.6577777777777,238,219,98.02194444444444,0.4118569094304388
2349,22,No,Non-Travel,Sales,17,2,Marketing,1,2350,Male,3,Sales Executive,Married,97050,1.0,Y,18,8,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3,8.8755463728191,0.2920682079405445,2147.882222222222,242,242,211.8822222222222,0.8755463728191
2350,50,No,Travel_Frequently,Research & Development,3,3,Other,1,2351,Male,2,Research Scientist,Married,42940,2.0,Y,20,8,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4,9.396084770114944,0.3124467438527277,2179.891666666667,232,232,323.89166666666665,1.3960847701149424
2351,32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,2352,Male,3,Research Scientist,Married,47210,3.0,Y,14,8,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3,6.289856973995271,0.2986618426272703,1478.1163888888889,235,0,0.0,0.0
2352,44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,2353,Male,3,Manager,Divorced,25190,0.0,Y,21,8,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4,8.780275462962964,0.2746534287227832,2107.266111111111,240,240,187.26611111111112,0.780275462962963
2353,30,No,Travel_Rarely,Research & Development,4,3,Medical,1,2354,Female,1,Research Director,Married,21210,1.0,Y,13,8,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3,6.612596200096201,0.2873258768698809,1527.5097222222223,231,0,0.0,0.0
2354,45,No,Travel_Rarely,Sales,29,2,Technical Degree,1,2355,Female,2,Research Scientist,Single,29730,1.0,Y,12,8,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3,8.90795908879591,0.3008777211014623,2129.0022222222224,239,238,217.0738888888889,0.9082589493258948
2355,45,No,Non-Travel,Sales,2,4,Life Sciences,1,2356,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3,7.881596648301194,0.3056121409233772,1907.346388888889,242,85,17.64750000000001,0.0729235537190083
2356,31,No,Travel_Frequently,Research & Development,7,3,Medical,1,2357,Male,2,Research Scientist,Single,36170,7.0,Y,21,8,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4,7.217484230955846,0.3020939016221806,1652.8038888888889,229,0,0.0,0.0
2357,36,No,Travel_Rarely,Research & Development,18,1,Medical,1,2358,Male,2,Manufacturing Director,Married,67250,9.0,Y,17,8,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3,10.913562948028677,0.3092474007140784,2706.563611111111,248,248,722.5636111111111,2.913562948028673
2358,34,No,Travel_Frequently,Sales,28,4,Marketing,1,2359,Male,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3,6.067014814814815,0.3074454286186141,1365.0783333333334,225,0,0.0,0.0
2359,49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2360,Male,3,Healthcare Representative,Married,69490,1.0,Y,14,8,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3,7.268998178506376,0.2863649551520193,1773.6355555555556,244,2,0.2569444444444446,0.0010530510018214
2360,39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,2361,Male,3,Research Scientist,Married,106090,2.0,Y,17,8,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3,6.571264749262537,0.2963490635090182,1485.1058333333333,226,0,0.0,0.0
2361,27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2362,Male,4,Research Scientist,Divorced,44470,1.0,Y,13,8,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3,6.109443247126437,0.3163966749597017,1417.3908333333334,232,0,0.0,0.0
2362,35,No,Travel_Rarely,Research & Development,2,3,Medical,1,2363,Female,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4,7.590426328502415,0.3219052859270281,1745.7980555555555,230,26,3.698611111111111,0.0160809178743961
2363,28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2364,Male,3,Manufacturing Director,Divorced,46010,0.0,Y,15,8,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3,7.4313206214689265,0.295159461107949,1753.7916666666667,236,6,0.7922222222222217,0.0033568738229755
2364,21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,2365,Female,1,Laboratory Technician,Single,170990,1.0,Y,14,8,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3,7.932450023245003,0.2967039367911213,1895.855555555556,239,93,21.189166666666665,0.0886576011157601
2365,18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,2366,Male,1,Research Director,Single,24790,2.0,Y,12,8,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3,8.383343037360504,0.2932277388127744,1919.7855555555557,229,208,91.6375,0.4001637554585152
2366,47,No,Travel_Rarely,Research & Development,25,4,Medical,1,2367,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3,6.011422413793104,0.2780888161314366,1394.65,232,0,0.0,0.0
2367,39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,2368,Male,1,Laboratory Technician,Divorced,72640,0.0,Y,17,8,0,10.0,5,10,0,7,3.0,3.0,3.0,3,3,6.894523107177975,0.2981961853848711,1558.1622222222222,226,0,0.0,0.0
2368,40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,2369,Male,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3,7.528335717691941,0.3147774525105316,1754.1022222222225,233,16,1.8033333333333328,0.0077396280400572
2369,35,No,Non-Travel,Research & Development,29,3,Medical,1,2370,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3,6.192031400966183,0.3098488983081287,1424.167222222222,230,0,0.0,0.0
2370,37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,2371,Male,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3,8.02385815118397,0.301459073989317,1957.8213888888888,244,136,31.372222222222227,0.1285746812386156
2371,39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,2372,Female,2,Manager,Single,131940,0.0,Y,11,8,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3,6.660232860520095,0.2658728588552325,1565.1547222222223,235,0,0.0,0.0
2372,45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,2373,Female,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3,7.326619990892532,0.300230245832605,1787.6952777777778,244,6,1.0969444444444445,0.0044956739526411
2373,38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2374,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3,9.60052240512117,0.3004452902652568,2332.9269444444444,243,243,388.9269444444444,1.6005224051211704
2374,35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2375,Male,3,Healthcare Representative,Married,23210,9.0,Y,12,8,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3,5.999986942070275,0.322310454269141,1403.9969444444444,234,0,0.0,0.0
2375,37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,2376,Female,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3,7.986035024154589,0.2999126565123506,1836.7880555555555,230,109,25.642777777777773,0.1114903381642511
2376,40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,2377,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3,9.199227316836488,0.2774259437784823,2106.623055555556,229,229,274.62305555555554,1.199227316836487
2377,44,No,Travel_Frequently,Sales,2,2,Marketing,1,2378,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3,8.615238961669093,0.3038301795810942,1972.8897222222224,229,223,141.71194444444444,0.6188294517224648
2378,48,No,Travel_Frequently,Sales,10,4,Marketing,1,2379,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3,7.076158564814815,0.2954102068710021,1698.2780555555555,240,0,0.0,0.0
2379,35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,2380,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2,3.0,4.0,2.0,1,3,10.702550607287453,0.3134217254900175,2643.53,247,247,667.53,2.702550607287449
2380,24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,2381,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4,8.66787419651056,0.2884642424417478,2097.625555555556,242,240,161.7072222222222,0.6682116620752984
2381,27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,2382,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3,7.234342706904435,0.2879607596409257,1757.9452777777778,243,1,0.031944444444445,0.0001314586191129
2382,27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2383,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4,6.421498792270532,0.3136316111631183,1476.9447222222225,230,0,0.0,0.0
2383,40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,2384,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3,10.471295918367348,0.2752452199595377,2565.4675,245,245,605.4675,2.471295918367346
2384,29,No,Travel_Rarely,Research & Development,20,1,Medical,1,2385,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3,7.3178529143898,0.313552147968423,1785.556111111111,244,4,0.3744444444444443,0.0015346083788706
2385,36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2386,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4,7.927488568815729,0.2824336225454897,1926.3797222222224,243,95,18.9125,0.0778292181069958
2386,25,No,Travel_Frequently,Sales,5,1,Marketing,1,2387,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3,6.126019736842106,0.3250814312897251,1396.7325,228,0,0.0,0.0
2387,39,No,Travel_Rarely,Sales,10,3,Marketing,1,2388,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3,6.755457302280447,0.2723992469703651,1546.9997222222223,229,0,0.0,0.0
2388,49,No,Travel_Rarely,Sales,4,2,Life Sciences,1,2389,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4,7.779442028985508,0.313913354097278,1789.2716666666668,230,58,10.557222222222228,0.0459009661835749
